,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Battery price (€),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current @10V (A),Resistance (Ohm),Motor price (€),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Propeller price (€),Total weight (g),Total price (€),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf),Hovering rotational speed (rpm),Hovering torque (Nm),Hovering current (A),Hovering PWM,Hovering time (m)
23560,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,197.12,87.0,44197.22683568681,0.09859377534315254,61.94829606154611,1.2921402483341453,5.168560993336581,8824.668598550415,0.005005076950322864,3.144782599553126,0.12487513592599891,6.200746596210164
24568,25,25,25,25,25,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,190.52,87.0,37273.06278284707,0.07193655053066352,45.19906773434469,0.9379717710376753,3.751887084150701,8824.668617653551,0.005005078351902855,3.1447843482363473,0.13974913034507802,6.2007431482339825
23584,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,189.52,87.0,37273.06278284707,0.07193655053066352,45.19906773434469,0.9379717710376753,3.751887084150701,8824.668617653551,0.005005078351902855,3.1447843482363473,0.13974913034507802,6.2007431482339825
25552,26,26,26,26,26,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,195.52,87.0,37273.06278284707,0.07193655053066352,45.19906773434469,0.9379717710376753,3.751887084150701,8824.668617653551,0.005005078351902855,3.1447843482363473,0.13974913034507802,6.2007431482339825
26536,27,27,27,27,27,1300,14.8,4S1P,95,32.0,72.0,36.0,172.6,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,208.12,87.0,37273.06278284707,0.07193655053066352,45.19906773434469,0.9379717710376753,3.751887084150701,8824.668617653551,0.005005078351902855,3.1447843482363473,0.13974913034507802,6.2007431482339825
27410,28,28,28,28,28,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,1,171.0,90.0,14339.593761835265,0.06575393159656125,26.165795336620985,0.4989824042570419,1.9959296170281675,4749.41869660536,0.008513603018451265,3.387861149037752,0.19805839163540856,6.19860114573013
27417,28,28,28,28,28,1400,11.1,3S1P,45,18.7,86.0,35.5,113.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,174.12,94.0,14339.593761835265,0.06575393159656125,26.165795336620985,0.4989824042570419,1.9959296170281675,4749.41869660536,0.008513603018451265,3.387861149037752,0.19805839163540856,6.19860114573013
28394,29,29,29,29,29,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,6045 plastic,6.0,4.5,6.0,Plastic,1,189.0,90.0,14339.593761835265,0.06575393159656125,26.165795336620985,0.4989824042570419,1.9959296170281675,4749.41869660536,0.008513603018451265,3.387861149037752,0.19805839163540856,6.19860114573013
28401,29,29,29,29,29,1400,11.1,3S1P,50,19.5,85.0,35.0,131.0,18.0,iFlight XING X1404 ,2.0,18.3,12.5,,3800,8.5,,0.28,17.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,192.12,94.0,14339.593761835265,0.06575393159656125,26.165795336620985,0.4989824042570419,1.9959296170281675,4749.41869660536,0.008513603018451265,3.387861149037752,0.19805839163540856,6.19860114573013
11724,11,11,11,11,11,1000,7.4,2S1P,25,14.0,70.0,36.0,70.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,133.68,66.0,21557.643325752168,0.04891190386333909,21.00037463952136,0.5613327136399988,2.2453308545599953,6706.645622976737,0.005640103969275064,2.421584256660095,0.2544282188237307,6.194292004808598
11730,11,11,11,11,11,1000,7.4,2S1P,25,14.0,70.0,36.0,70.0,10.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,145.72,66.0,21557.643325752168,0.04891190386333909,21.00037463952136,0.5613327136399988,2.2453308545599953,6706.645622976737,0.005640103969275064,2.421584256660095,0.2544282188237307,6.194292004808598
12708,12,12,12,12,12,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,159.68,74.0,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,6.194291977539186
12714,12,12,12,12,12,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,18.0,EMAX ECO Micro Series 1407,2.0,18.8,31.2,9N12P,4100,13.7,1.1,0.102,13.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,171.72,74.0,29661.173557264337,0.08826745531605559,37.89771985350469,1.0227370827847657,4.090948331139063,6706.64562325981,0.00564010398191012,2.4215842673207453,0.16961881265333295,6.194291977539186
6820,6,6,6,6,6,800,7.4,2S1P,40,15.0,57.0,30.0,50.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,93.12,70.0,19295.634731991813,0.021279821836579872,8.245145607351542,0.27203830892447695,1.0881532356979078,8824.667960554498,0.005005045552734006,1.939258531621517,0.3917498521113948,6.187932039141869
7804,7,7,7,7,7,800,11.1,3S1P,40,23.0,52.0,30.0,72.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,2,115.12,78.0,26515.10046950951,0.038311686643330914,14.84436464098979,0.49446365759275224,1.977854630371009,8824.668598186216,0.0050050769279840375,1.9392825858948906,0.26116715786842687,6.1878552859084985
12731,12,12,12,12,12,1000,11.1,3S1P,25,19.0,72.0,36.0,96.0,18.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,1,136.8,74.0,28861.196960812147,0.032136246309887685,12.451609422935084,0.3294104358385112,1.3176417433540448,11921.960274803396,0.006261188964863915,2.4259796480611353,0.3482014443566433,6.183069182788954
11747,11,11,11,11,11,1000,7.4,2S1P,25,14.0,70.0,36.0,70.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,3700,8.6,0.5,0.265,13.0,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,1,110.8,66.0,20749.40972794524,0.017453167315322555,6.7624582070930765,0.17714022850446787,0.7085609140178715,11921.96027495537,0.006261188969107847,2.4259796512926575,0.5223021666562411,6.1830691745528075
48159,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,190.8,66.0,16282.35591479953,0.06215363950358679,39.05228345166732,0.4719552112985262,1.8878208451941048,5555.010869692296,0.008500732503753123,5.341162805833815,0.2117263083309159,6.178429903682431
50127,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,185.2,66.0,16282.35591479953,0.06215363950358679,39.05228345166732,0.4719552112985262,1.8878208451941048,5555.010869692296,0.008500732503753123,5.341162805833815,0.2117263083309159,6.178429903682431
49143,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1404,1.5,18.8,19.75,9N12P,6000,8.6,1.0,0.12,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,189.2,66.0,16282.35591479953,0.06215363950358679,39.05228345166732,0.4719552112985262,1.8878208451941048,5555.010869692296,0.008500732503753123,5.341162805833815,0.2117263083309159,6.178429903682431
48183,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,183.2,66.0,13391.125792142258,0.043291364999081934,27.200766848998022,0.32680485240825624,1.307219409633025,5555.010958465832,0.008500740633027016,5.34117286347163,0.2622510815951235,6.178418269456799
49167,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,181.6,66.0,13391.125792142258,0.043291364999081934,27.200766848998022,0.32680485240825624,1.307219409633025,5555.010958465832,0.008500740633027016,5.34117286347163,0.2622510815951235,6.178418269456799
50151,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,1,177.6,66.0,13391.125792142258,0.043291364999081934,27.200766848998022,0.32680485240825624,1.307219409633025,5555.010958465832,0.008500740633027016,5.34117286347163,0.2622510815951235,6.178418269456799
4560,4,4,4,4,4,450,14.8,4S1P,75,29.0,68.0,17.5,67.0,27.0,TMOTOR P2505,4.0,30.4,28.8,,1850,31.25,,0.069,25.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,200.88,131.0,25705.03054648879,0.06773072520195388,13.121578170867318,0.7814190888701363,3.1256763554805453,6706.645622968795,0.005640103969279521,1.0926660670336759,0.25004106816748145,6.177550675042575
3582,3,3,3,3,3,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,18.0,TMOTOR P2505,4.0,30.4,28.8,,1850,31.25,,0.069,25.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,202.92000000000002,122.0,19527.659739651244,0.04073381110806714,7.891423896190421,0.4660927169340449,1.8643708677361797,6706.645622979205,0.0056401039693718125,1.0926660670662978,0.33338809089068505,6.177550674858143
3576,3,3,3,3,3,450,11.1,3S1P,75,22.5,68.0,17.5,57.0,18.0,TMOTOR P2505,4.0,30.4,28.8,,1850,31.25,,0.069,25.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,190.88,122.0,19527.659739651244,0.04073381110806714,7.891423896190421,0.4660927169340449,1.8643708677361797,6706.645622979205,0.0056401039693718125,1.0926660670662978,0.33338809089068505,6.177550674858143
2592,2,2,2,2,2,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,18.0,TMOTOR P2505,4.0,30.4,28.8,,1850,31.25,,0.069,25.0,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,1,178.88,122.0,19527.659739651244,0.04073381110806714,7.891423896190421,0.4660927169340449,1.8643708677361797,6706.645622979205,0.0056401039693718125,1.0926660670662978,0.33338809089068505,6.177550674858143
2598,2,2,2,2,2,450,11.1,3S1P,25,15.0,56.0,31.0,45.0,18.0,TMOTOR P2505,4.0,30.4,28.8,,1850,31.25,,0.069,25.0,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,1,190.92000000000002,122.0,19527.659739651244,0.04073381110806714,7.891423896190421,0.4660927169340449,1.8643708677361797,6706.645622979205,0.0056401039693718125,1.0926660670662978,0.33338809089068505,6.177550674858143
20617,21,21,21,21,21,1300,11.1,3S1P,45,22.6,72.0,36.5,119.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,157.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,6.173102267976835
19633,20,20,20,20,20,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,153.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,6.173102267976835
18649,19,19,19,19,19,1300,11.1,3S1P,25,24.0,70.0,35.0,115.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,153.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,6.173102267976835
21601,22,22,22,22,22,1300,11.1,3S1P,75,22.3,72.0,36.0,122.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,160.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,6.173102267976835
22585,23,23,23,23,23,1300,11.1,3s1p,75,24.5,72.0,36.0,125.0,18.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,163.8,74.0,19862.289231482373,0.04729489279139584,22.28719316186491,0.45515999292202347,1.8206399716880939,6908.242355689499,0.006703321051977407,3.158865535268527,0.22367789446050196,6.173102267976835
17665,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,126.8,66.0,15125.039251790064,0.028569233023084683,13.462933887562917,0.2727083490948708,1.0908333963794832,6908.242356996089,0.006703321245850463,3.158865716884289,0.3355168490927891,6.173101913060616
17473,18,18,18,18,18,1300,7.4,2S1P,25,17.0,70.0,35.0,88.0,10.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,14.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,131.2,70.0,17563.46955265107,0.03766943572568824,17.75130338110426,0.3611905520895597,1.4447622083582388,6908.242356994901,0.0067033212458528935,3.158865716887585,0.2915488533037761,6.173101913054175
24553,25,25,25,25,25,1300,14.8,4S1P,75,29.4,72.0,36.0,155.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,193.8,83.0,23976.739500751293,0.0669995318434465,31.572785554999044,0.6484469165174488,2.593787666069795,6908.242357016487,0.006703321248619695,3.1588657194769767,0.1677584245992553,6.1731019079939475
23569,24,24,24,24,24,1300,14.8,4s1p,45,29.8,72.0,36.5,154.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,192.8,83.0,23976.739500751293,0.0669995318434465,31.572785554999044,0.6484469165174488,2.593787666069795,6908.242357016487,0.006703321248619695,3.1588657194769767,0.1677584245992553,6.1731019079939475
25537,26,26,26,26,26,1300,14.8,4S1P,75,32.0,72.0,36.0,160.0,27.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,4500,6.7,0.6,0.3,13.0,Gemfan 5040 R,5.0,4.0,3.0,ABS,1,198.8,83.0,23976.739500751293,0.0669995318434465,31.572785554999044,0.6484469165174488,2.593787666069795,6908.242357016487,0.006703321248619695,3.1588657194769767,0.1677584245992553,6.1731019079939475
48182,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,186.39999999999998,66.0,11761.020894996473,0.04556714791258299,28.630683425441696,0.3437419984161288,1.3749679936645152,4749.418698232209,0.008513603302002173,5.349254798779876,0.24431462091984738,6.169083590396002
50157,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,183.92000000000002,70.0,11761.020894996473,0.04556714791258299,28.630683425441696,0.3437419984161288,1.3749679936645152,4749.418698232209,0.008513603302002173,5.349254798779876,0.24431462091984738,6.169083590396002
50150,53,53,53,53,53,2200,7.4,2S1P,50,20.0,87.2,34.0,130.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,180.8,66.0,11761.020894996473,0.04556714791258299,28.630683425441696,0.3437419984161288,1.3749679936645152,4749.418698232209,0.008513603302002173,5.349254798779876,0.24431462091984738,6.169083590396002
49166,52,52,52,52,52,2200,7.4,2S1P,25,21.0,84.0,32.0,134.0,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,6045 plastic,6.0,4.5,6.0,Plastic,1,184.8,66.0,11761.020894996473,0.04556714791258299,28.630683425441696,0.3437419984161288,1.3749679936645152,4749.418698232209,0.008513603302002173,5.349254798779876,0.24431462091984738,6.169083590396002
48189,51,51,51,51,51,2200,7.4,2S1P,25,18.53,106.0,34.0,135.6,10.0,EMAX ECO Micro Series 1106,2.0,14.2,19.9,9N12P,6000,6.7,1.2,0.19,13.0,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,2,189.51999999999998,70.0,11761.020894996473,0.04556714791258299,28.630683425441696,0.3437419984161288,1.3749679936645152,4749.418698232209,0.008513603302002173,5.349254798779876,0.24431462091984738,6.169083590396002
