,Capacity (mah),Nominal voltage (V),Cells configuration,Discharge (C),Battery height (mm),Bettry length (mm),Battery width (mm),Battery weight (g),Motor name,Shaft diameter (mm),Motor diameter (mm),Motor height (mm),Magnetic poles,KV (rpm/V),Motor weight (g),No load current (A),Resistance (Ohm),Propeller Name,Propeller diameter (in),Propeller pitch (in),Propeller weight (g),Propeller material,Total weight (g),Peak rotational speed (rpm),Peak torque (Nm),Peak current (A),Peak thrust (kgf),Total thrust (kgf)
25478,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,6045 plastic,6.0,4.5,6.0,Plastic,188.4,,,,,
25479,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,185.2,,,,,
25480,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,173.12,,,,,
25481,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,DALPROP 6040,6.0,4.0,4.32,Nylon,181.68,,,,,
25482,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,185.32,,,,,
25483,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,184.4,,,,,
25484,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,KingKong 6040,6.0,4.0,3.38,Plastic,177.92000000000002,,,,,
25485,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,191.51999999999998,,,,,
25486,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,179.2,,,,,
25487,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,DYS BE1104,1.5,14.0,12.5,,10000,5.6,,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,170.8,,,,,
25620,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,168.68,22759.488364838744,0.05407578232983119,39.63961878438763,0.6216063363813741,2.4864253455254963
25621,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Gemfan 5040 R,5.0,4.0,3.0,ABS,171.8,21597.18506415758,0.05521979170652272,40.478221454431754,0.5327649388030256,2.1310597552121022
25622,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,6045 plastic,6.0,4.5,6.0,Plastic,183.8,13977.96323881085,0.06271909174042502,45.97549549869346,0.47558755062899544,1.9023502025159817
25623,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,180.6,16069.706257738273,0.060660271448895846,44.46630140134323,0.46043390004330975,1.841735600173239
25624,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,168.52,29696.764867766367,0.047247694222000716,34.634368782275345,0.611871464909902,2.447485859639608
25625,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,DALPROP 6040,6.0,4.0,4.32,Nylon,177.07999999999998,16174.229275649801,0.06055739355794036,44.39088796850663,0.5182511564308806,2.0730046257235224
25626,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,180.72,22759.488364838744,0.05407578232983119,39.63961878438763,0.6216063363813741,2.4864253455254963
25627,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,179.8,16554.911886242546,0.06018270265364251,44.116225190301186,0.4618570080620114,1.8474280322480456
25628,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,KingKong 6040,6.0,4.0,3.38,Plastic,173.32,16174.229275649801,0.06055739355794036,44.39088796850663,0.5182511564308806,2.0730046257235224
25629,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,186.92000000000002,13977.96323881085,0.06271909174042502,45.97549549869346,0.47558755062899544,1.9023502025159817
25630,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,174.6,19235.87327192929,0.05754393792407824,42.18190961621263,0.5088519102698644,2.0354076410794577
25631,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1203,2.0,15.5,14.05,,7000,4.45,,0.198,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,166.2,33849.481071134396,0.04316033917547115,31.638181045357577,0.4445331832431371,1.7781327329725485
25632,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,159.04,14119.236029291329,0.022356453600670966,58.52905866015749,0.25333488368168433,1.0133395347267373
25633,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Gemfan 5040 R,5.0,4.0,3.0,ABS,162.16,13270.478222398673,0.022428498401630036,58.71767150613363,0.21325329644513166,0.8530131857805267
25634,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,6045 plastic,6.0,4.5,6.0,Plastic,174.16,8101.891130447396,0.022867221699305555,59.86624641545614,0.1705840395847644,0.6823361583390576
25635,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,170.96,9458.03838362957,0.02275210834522317,59.56488035919343,0.16997239089391905,0.6798895635756762
25636,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,158.88,19593.62178009835,0.021891773305933487,57.312528493311476,0.2799901097240791,1.1199604388963165
25637,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,DALPROP 6040,6.0,4.0,4.32,Nylon,167.44,9526.970550063723,0.02274625720120928,59.54956209998584,0.1915962425630392,0.7663849702521568
25638,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,171.08,14119.236029291329,0.022356453600670966,58.52905866015749,0.25333488368168433,1.0133395347267373
25639,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,170.16,9778.995248769474,0.022724864680381745,59.49355661138457,0.17166358482522007,0.6866543393008803
25640,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,KingKong 6040,6.0,4.0,3.38,Plastic,163.68,9526.970550063723,0.02274625720120928,59.54956209998584,0.1915962425630392,0.7663849702521568
25641,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,177.28,8101.891130447396,0.022867221699305555,59.86624641545614,0.1705840395847644,0.6823361583390576
25642,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,164.96,11598.55241984702,0.022570415870774515,59.08921057336733,0.19658036999641595,0.7863214799856638
25643,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0802,1.0,10.6,14.7,,25000,2.04,,0.18,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,156.56,23271.620772744434,0.021579575062295853,56.49519538383457,0.21977610060775205,0.8791044024310082
25644,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,160.76,18407.129356543508,0.036515429627911204,84.12551067192865,0.4170842050484677,1.6683368201938709
25645,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Gemfan 5040 R,5.0,4.0,3.0,ABS,163.88,17315.627540038353,0.03669194830033761,84.53218049924055,0.3516680210955746,1.4066720843822984
25646,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,6045 plastic,6.0,4.5,6.0,Plastic,175.88,10627.006619630007,0.03777363819528835,87.02421511936289,0.2840851582679453,1.1363406330717811
25647,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,172.68,12388.90256428098,0.037488702771133676,86.36777102672094,0.28234109968285204,1.1293643987314081
25648,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,160.6,25400.072056551577,0.03538452453632697,81.52009237833398,0.4560964790913835,1.824385916365534
25649,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,DALPROP 6040,6.0,4.0,4.32,Nylon,169.16,12478.327773503566,0.03747424084443186,86.33445313952922,0.31821887264996535,1.2728754905998614
25650,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,172.8,18407.129356543508,0.036515429627911204,84.12551067192865,0.4170842050484677,1.6683368201938709
25651,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,171.88,12805.169622084393,0.03742138368163787,86.21267897835901,0.2849767613644872,1.1399070454579487
25652,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,KingKong 6040,6.0,4.0,3.38,Plastic,165.4,12478.327773503566,0.03747424084443186,86.33445313952922,0.31821887264996535,1.2728754905998614
25653,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,179.0,10627.006619630007,0.03777363819528835,87.02421511936289,0.2840851582679453,1.1363406330717811
25654,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,166.68,15159.844280253972,0.03704058354152949,85.33537843507676,0.3252124292020865,1.300849716808346
25655,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F0803,1.0,10.6,15.7,,22000,2.47,,0.122,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,158.28,30052.029141036623,0.03463220578041654,79.78687438858546,0.35542595864900356,1.4217038345960142
25716,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,172.07999999999998,23938.73022346075,0.05937303508525177,49.74023755869574,0.6835338557264348,2.734135422905739
25717,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 5040 R,5.0,4.0,3.0,ABS,175.2,22692.78978062925,0.0605135503096852,50.69571335841315,0.5847069121372918,2.338827648549167
25718,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,6045 plastic,6.0,4.5,6.0,Plastic,187.2,14593.864322089576,0.06792718539620762,56.90654576526873,0.5157463096609889,2.0629852386439556
25719,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,184.0,16806.025616759765,0.06590220607319938,55.21010305463207,0.5008948973637631,2.0035795894550525
25720,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,171.92000000000002,31440.046574527572,0.052506442426293126,43.98769434468744,0.6811384487497886,2.7245537949991543
25721,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,DALPROP 6040,6.0,4.0,4.32,Nylon,180.48000000000002,16916.781036914377,0.06580082222008532,55.1251679164767,0.5638833221778008,2.255533288711203
25722,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,184.12,23938.73022346075,0.05937303508525177,49.74023755869574,0.6835338557264348,2.734135422905739
25723,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,183.2,17320.338986137434,0.06543141131646435,54.81569096155105,0.502818240766368,2.011272963065472
25724,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,KingKong 6040,6.0,4.0,3.38,Plastic,176.72,16916.781036914377,0.06580082222008532,55.1251679164767,0.5638833221778008,2.255533288711203
25725,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,190.32,14593.864322089576,0.06792718539620762,56.90654576526873,0.5157463096609889,2.0629852386439556
25726,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,178.0,20170.41897457435,0.06282249077372874,52.6300467986393,0.5563205107088245,2.225282042835298
25727,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F1103,1.5,14.4,14.0,,8000,5.3,,0.163,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,169.6,35989.015776331864,0.04834238413771981,40.499221030420344,0.4988223915441118,1.9952895661764471
25728,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,182.07999999999998,24350.896950082013,0.061278041573451104,28.876596785017465,0.7058266833529289,2.8233067334117155
25729,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 5040 R,5.0,4.0,3.0,ABS,185.2,23333.662479874223,0.06371305408332602,30.024069396644983,0.6161364024141357,2.464545609656543
25730,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,6045 plastic,6.0,4.5,6.0,Plastic,197.2,16063.08553409454,0.08111705122588618,38.225509831816645,0.6176670359008375,2.47066814360335
25731,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,194.0,18163.742319013643,0.07608858856659823,35.85590262942622,0.5796667531931708,2.3186670127726834
25732,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,181.92000000000002,29927.487968310277,0.047929036154507054,22.586025980473455,0.6208391764475195,2.483356705790078
25733,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,DALPROP 6040,6.0,4.0,4.32,Nylon,190.48000000000002,18266.62782706407,0.07584230562350755,35.73984452671848,0.6514328815425274,2.6057315261701097
25734,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,194.12,24350.896950082013,0.061278041573451104,28.876596785017465,0.7058266833529289,2.8233067334117155
25735,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,193.2,18639.671699006627,0.07494932910596969,35.3190392566197,0.577230063637341,2.308920254549364
25736,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,KingKong 6040,6.0,4.0,3.38,Plastic,186.72,18266.62782706407,0.07584230562350755,35.73984452671848,0.6514328815425274,2.6057315261701097
25737,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,200.32,16063.08553409454,0.08111705122588618,38.225509831816645,0.6176670359008375,2.47066814360335
25738,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,188.0,21192.531151855183,0.06883840297790662,32.43933316203589,0.6104987013451644,2.4419948053806575
25739,1550,11.1,3S1P,25,24.0,91.0,30.0,142.0,TMOTOR F15,1.5,14.4,13.3,,4500,7.8,,0.197,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,179.6,32871.50230728081,0.04088177970866384,19.26508481976219,0.4206948120340631,1.6827792481362525
25740,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,156.88,,,,,
25741,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 5040 R,5.0,4.0,3.0,ABS,160.0,,,,,
25742,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,6045 plastic,6.0,4.5,6.0,Plastic,172.0,,,,,
25743,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,168.8,,,,,
25744,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,156.72,,,,,
25745,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,DALPROP 6040,6.0,4.0,4.32,Nylon,165.28,,,,,
25746,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,168.92000000000002,,,,,
25747,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,168.0,,,,,
25748,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,KingKong 6040,6.0,4.0,3.38,Plastic,161.51999999999998,,,,,
25749,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,175.12,,,,,
25750,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,162.8,,,,,
25751,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,4000,5.0,,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,154.4,,,,,
25752,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,156.88,,,,,
25753,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 5040 R,5.0,4.0,3.0,ABS,160.0,,,,,
25754,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,6045 plastic,6.0,4.5,6.0,Plastic,172.0,,,,,
25755,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,168.8,,,,,
25756,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,156.72,,,,,
25757,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,DALPROP 6040,6.0,4.0,4.32,Nylon,165.28,,,,,
25758,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,168.92000000000002,,,,,
25759,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,168.0,,,,,
25760,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,KingKong 6040,6.0,4.0,3.38,Plastic,161.51999999999998,,,,,
25761,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,175.12,,,,,
25762,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,162.8,,,,,
25763,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS D1410,,14.0,10.5,,3500,5.0,,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,154.4,,,,,
26208,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,159.28,,,,,
26209,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Gemfan 5040 R,5.0,4.0,3.0,ABS,162.4,,,,,
26210,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,6045 plastic,6.0,4.5,6.0,Plastic,174.4,,,,,
26211,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Gemfan Hurricane 51499,5.1,4.99,5.2,Poly Carbonate,171.2,,,,,
26212,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Carbon Fiber 5030,5.0,3.0,2.18,Carbon Fiber,159.12,,,,,
26213,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,DALPROP 6040,6.0,4.0,4.32,Nylon,167.68,,,,,
26214,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Gemfan 6030 Thick hub,6.0,3.0,5.23,Plastic,171.32,,,,,
26215,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Gemfan 5050 3-Blades BN,5.0,5.0,5.0,Poly Carbonate,170.4,,,,,
26216,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,KingKong 6040,6.0,4.0,3.38,Plastic,163.92000000000002,,,,,
26217,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Quanum Carbon Fiber Propeller 6045 Self-Locking,6.0,4.5,6.78,Carbon Fiber,177.51999999999998,,,,,
26218,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,T-Motor 5143 Ultra-Light,5.1,4.3,3.7,Poly Carbonate,165.2,,,,,
26219,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,4000,5.6,,,Gemfan 3052 - Flash,3.0,5.2,1.6,Poly Carbonate,156.8,,,,,
26220,1550,11.1,3S1P,45,25.0,72.0,36.5,128.0,DYS BE1104,1.5,14.0,12.5,,5400,5.6,,,6030 Carbon Nylon,6.0,3.0,2.22,Carbon Nylon,159.28,,,,,
